Ticker,CIK
inteq,1525773
prcp,887226
vcf,907573
rgrx,707511
jmm,838131
ryb,1708441
izea,1495231
mza,911308
mmmb,1520358
btim,1622231
clgn,1631487
szsmf,1548536
tomz,314227
jfk,1753648
pltyf,1433309
anix,715446
lor,1323206
synl,95953
cyrn,1084577
grin,1725293
tact,1017303
bbw,1113809
sbbi,1489264
fbss,1083643
mmlp,1176334
ddmx,1828957
tga,736744
eypt,1314102
rayt,1539778
sbow,351817
ug,101295
coda,1334325
ards,1614067
eyes,1266806
unib,811211
qubt,1758009
pfbx,770460
tngl,1337085
curr,1643301
bioc,1044378
hnna,1145255
alna,1624658
tuesq,878726
anpc,1786511
vam,1703117
rmbl,1596961
axr,6207
basa,1448705
rlh,1052595
agba,1769624
smhi,1690334
nbo,1178841
icmb,1578348
age,1708599
mie,1564216
ccrc,1620664
ctxr,1506251
bmbn,804563
wlms,1136294
plxp,1497504
axim,1514946
brli,1787518
mne,1232863
jt,1713923
arc,1305168
pure,1006028
gshn,1639327
ocup,1228627
intt,1036262
nete,1499961
nick,1000045
bebe,1059272
hall,819913
nhtc,912061
wcrs,1363958
turn,893739
jrsh,1696558
pola,1622345
ecrp,1696898
gceh,748790
zsan,1587221
jp,1616291
irr,1372117
srl,16859
hty,1396502
bpt,850033
sobr,1425627
rell,355948
xela,1620179
arec,1590715
sync,1408278
vfl,895574
wcagy,1586941
rngr,1699039
usap,931584
obas,1077618
pkkw,1657642
vivc,1703073
cbkm,1006830
crawa,47307
aau,1015647
cydvf,1394039
blrx,1498403
bmra,73290
imh,1000298
crkn,1761696
rsss,1386301
klxe,1738827
ccgn,1439299
mcep,1527709
srts,1494891
cphc,1672909
fmy,1319183
rei,1384195
cfms,1305773
gsum,1647338
brfh,1487197
ncsm,1692427
ccel,862692
navb,810509
egf,1336050
ufab,1617669
sigy,1642159
ldsn,1737193
avhoq,1575969
pmhg,1586454
trch,1431959
mgyr,1337068
kalo,1389034
fusb,717806
vjet,1582581
gfgy,1181749
bttr,1471727
nbrv,1641640
jupw,1760903
mlllf,1714562
mmnff,1776932
pw,1532619
fsea,1769267
botj,1275101
link,828146
asrv,707605
nxn,885731
armp,921114
grcy,1768910
esp,33533
aese,1708341
ewst,1543066
cclp,1449488
pfmt,1550695
sqft,1080657
aehr,1040470
eltp,1053369
evk,943184
imbi,870826
trxc,876378
rnwk,1046327
tanh,1588084
dwnx,927719
ncra,1756180
edsa,1540159
arkr,779544
ekso,1549084
vbfc,1290476
atv,1365742
smlp,1549922
slgg,1621672
shrg,1644488
rskia,84112
kdozf,1318482
nna,1437260
kffb,1297341
chnr,793628
strm,1008586
byfc,1001171
mndo,1119083
loan,1080340
meec,728385
fpay,1397047
mbot,883975
atnf,1690080
alac,1748621
inpx,1529113
cdbmf,1545634
kbnt,1729750
ampy,1533924
cbmb,1742089
ncb,1454979
pdsb,1472091
lgl,61004
eng,933738
utsi,1030471
athe,1131343
dxr,27367
adxn,1574232
reed,1140215
stcn,914712
pyn,1181505
fedu,1709819
dwsn,799165
irl,858707
emma,822370
crt,881787
pbhc,1609065
ppih,914122
trvi,1563880
gwhp,1598308
dare,1401914
xtgrf,1288770
cdelf,1611831
oss,1394056
dsgt,1413909
phun,1665300
dit,928465
rivu,1079282
mbrx,1659617
dogz,1707303
mtlqu,40730
ior,949961
pixy,1675634
tess,927355
nxtd,1566826
jcpnq,1166126
bwl-a,13573
frd,39092
vcnx,1205922
fwp,1604924
arpo,1422142
tfecy,1630511
rscf,1103090
phx,315131
gifi,1031623
sgb,315849
zivo,1101026
ambo,1494558
rfil,740664
loncf,1472619
nwpp,1163389
bfgx,1741257
chnd,1434674
bcow,1751692
aerg,879911
bcda,925741
cen,1576340
cnig,1582244
pnpl,1654672
cvsi,1510964
pcf,810943
scyyf,1408146
cvu,889348
smid,924719
cif,833021
cncg,1005101
nes,1403853
brqs,1650575
obelf,1334388
tops,1296484
hdsn,925528
quik,882508
anvs,1477845
clps,1724542
sskn,1051514
pt,1716338
mdjh,1741534
jgldf,1686000
slng,1043186
achv,949858
hfbl,1500375
cpix,1087294
hfen,1750106
kanp,1230058
happ,1751876
srv,1400897
msvb,1734875
hgsh,1158420
pmts,1641614
sgni,1023198
iccc,811641
admp,887247
anda,1691936
clro,840715
dffn,1053691
aihs,1711012
sint,1269026
ccnc,1641398
occi,1716951
cytr,799698
flwpf,1752524
betrf,1464165
itrm,1659323
dtss,1631282
clcs,1569340
pulm,1574235
dswl,946936
srax,1538217
nrrwf,1680637
cuii,1512927
icch,1681903
fgb,1392994
wwin,1657045
zcmd,1785566
mays,54187
mkgi,1372183
ibtn,1379329
goed,1810140
sgbx,1023994
ntwk,1039280
aljj,1438731
hlix,1611277
alrn,1420565
hwcc,1356949
ttp,1526329
epwcf,1109504
jcs,22701
aame,8177
emgcq,1494448
hpr,1725526
mlnd,1544227
nulgf,1502758
fmo,1305197
gene,1166272
bbq,1021270
catb,1454789
lixt,1335105
laab,1584480
prfx,1801834
sos,1346610
meds,1382574
voc,1505413
nakd,1707919
cdor,929545
hx,1702318
life,1339970
ornc,1098996
gure,885462
bbgi,1099160
glxz,13156
mfv,856128
frfr,1622408
sngx,812796
knwn,1074828
oeg,1108967
abio,907654
lghl,1806524
sprt,1104855
imrn,1660046
ggrou,1489874
tlrs,1288750
acez,1499684
cbli,1318641
jill,1687932
aphe,855787
tatt,808439
sonm,1178697
oblg,746210
pfie,1289636
rail,1320854
ppsi,1449792
ptbs,925173
bsfc,1730773
aey,874292
tglo,1066684
fbva,1596123
odii,1781405
sonn,1106838
prt,1724009
buks,15847
leat,1456189
acor,1008848
tpcs,1328792
cjjd,1413263
inuv,829323
clhrf,813639
hcbc,1044676
otel,1288359
isr,728387
soho,1301236
gtbp,109657
auvi,1811109
cpta,1571329
uwhr,898171
daio,351998
zest,1437491
aker,1321834
silo,1514183
opgn,1293818
lmrxf,1001500
tphs,724742
cthr,1015155
zkin,1687451
tota,1731176
self,1031235
clev,1414382
bbi,819050
modd,1074871
virc,751365
iid,1395627
cnttq,1652499
hvbc,1594555
auto,1023364
pati,1616741
jagx,1585608
volt,103872
nnvc,1379006
dss,771999
adom,1563568
znrg,1568875
ppbn,1031233
bmmj,1715611
iehc,50292
wgmcf,1680962
pbla,1029125
newa,1678022
aacg,1420529
bvxv,1611747
drvd,1629606
airi,1009891
aamc,1555074
njmc,1030192
nhld,1023844
mtex,1056358
nsrcf,1302084
lemif,1542731
asrt,1808665
gxsff,1299865
edtk,1782309
zgsi,1574186
dxyn,29332
atif,1755058
pzg,1629210
gcty,1630430
pgcg,1462047
rand,81955
cpsh,814676
rwlk,1607962
nm,1333172
pnckf,877019
ogaa,1749849
cca,1092896
reli,1812727
bkti,2186
astc,1001907
cnnb,1787005
syta,1649009
prpo,1043961
iotc,1095130
nsfdf,1009922
pnbk,1098146
wtt,878828
bdl,12040
qrhc,1442236
sume,1396633
gbbt,1647705
cnsp,1729427
visl,1565228
nyv,1454981
tayd,96536
ogen,1174940
phcg,1351573
idwm,1463833
vyst,1308027
lode,1120970
adxs,1100397
inno,1281845
peck,1634447
opnt,1385508
tectp,1766526
mtc,1742518
io,866609
mvo,1371782
esea,1341170
sumr,1314772
sfrx,1106213
ears,1601936
cnbx,1343009
trmt,1708405
cspi,356037
cnet,1376321
ktra,1498382
snss,1061027
ctam,18172
ithuf,1643154
srmc,100625
emhtf,1768225
neos,1467652
cann,1477009
gnrv,1418489
uamy,101538
xpl,917225
huge,1771885
nom,899782
tblt,1668370
alrt,1087022
hfbk,1484737
bzm,1169029
hgld,1551206
gigm,1105101
ship,1448397
wvvi,838875
osbk,1076691
skky,1546853
mots,1686850
pbsv,1304161
falc,922521
myo,1369290
crtd,1357671
sfef,86759
mhe,901824
acer,1069308
osn,1485538
apdn,744452
cuba,880406
ughl,1621199
cycc,1130166
usws,1670349
sdrlf,1737706
mhpc,1277998
jctcf,885307
fdct,1722731
bhat,1759136
hnrg,788965
lbao,1586452
mbcq,1617291
mpad,65759
ftmr,1382231
glbz,890066
ahc,1413898
prka,1297937
lepx,1617351
vtnr,890447
chmd,1211211
grf,850027
olb,1314196
prsi,79661
btcy,1630113
mfh,1527762
beob,1480170
fsi,1069394
jroof,1602380
paxh,1350156
seac,1019671
sypr,864240
invo,1417926
rkfl,823546
hnckf,1336364
tltff,923883
qnto,1391933
ndvn,1659183
kequ,55529
tlss,1463208
ovtz,1107280
vino,1559998
axnvf,1682948
canf,1536196
phcf,1729089
bxrx,1780097
gvp,944480
bdrex,1745846
cvv,766792
tgen,1537435
celp,1587246
apwc,1026980
blgo,880242
rkda,1469443
plyn,1612851
stmh,1697834
nanx,883107
uurad,1495651
avlnf,1362898
tlfa,909724
clbs,320017
vtsi,1085243
mlyf,1801762
gtim,825324
ffhl,1381074
heol,1371451
dlti,1420368
scx,93676
vkin,1102432
airt,353184
nsec,865058
srre,1083490
glgi,1088413
bhtg,1590383
sctc,1577445
mdgs,1618500
cscw,1747661
mind,926423
dxf,1499494
indo,1757840
msbc,1169483
csu,1043000
hson,1210708
rcat,748268
ecrd,1552743
pred,1382943
ncty,1296774
trnf,1778805
wvfc,910679
salm,1050606
fgpr,922358
evol,1052054
hannf,1123267
ivst,1735012
eqs,878932
arth,1537561
lyl,1682241
adtx,1726711
siocf,1524326
bkyi,1019034
whlr,1527541
rihc,1423586
ccur,749038
clsn,749647
gryn,1443388
mnkkq,1567892
avepy,1446189
eyeg,1372514
igxt,1098880
hcdi,1784567
nby,1389545
vicp,1468639
pbmlf,1319150
adil,1513525
biol,811240
sycrf,1358164
mxrof,1116548
bhv,1169034
pvl,1520048
nrt,72633
aemd,882291
avgr,1506928
tlcc,1590695
agnpf,1642178
sqbg,1648428
fsrl,1172102
btn,946454
budz,1393772
alds,1755101
shldq,1310067
plin,1735556
gyro,1589061
nmtc,1500198
kiq,1161814
hrrb,1379368
cfdb,1651987
mdly,1611110
sofo,1029744
cleu,1775085
pktx,1128189
tkat,1491487
dlpn,1282224
crmz,315958
pmd,806517
acst,1444192
grck,1630176
cetx,1435064
dofsq,949039
pte,1076682
pshg,1481241
denr,1435387
mymx,927761
chci,1299969
rmcf,1616262
gnwsf,1454263
mven,894871
ndp,1547158
jakk,1009829
wisa,1682149
isns,943034
ptzh,1627469
ifmk,1681941
inbp,1016504
kspn,795212
wstrf,1621906
ndra,1681682
azrx,1604191
ribt,1063537
nvus,1404281
sif,90168
unam,100716
nvcn,1399708
rsls,1371217
tptw,1661039
ipwr,1507957
omqs,278165
qbio,1596062
btzi,1525852
aezs,1113423
plag,1117057
htgm,1169987
irix,1006045
pvct,315545
bixt,1445815
grwc,1448558
fami,1701261
rbcn,1410172
ghsi,1642375
lhil,1723187
inis,1038277
scnd,87802
pcfp,1632053
moxc,1516805
cvr,19871
gtii,356590
bntt,1501268
gril,1701756
aqsp,1391135
imte,1668438
vcsy,1099509
gtmay,1163560
pwvi,933972
sfet,1725332
hlyk,1680139
elre,1438461
hoth,1711786
simp,1274032
alim,1267602
blbx,1567900
grcaf,1393435
tigcf,1387473
husn,1687542
bimi,1213660
mtp,1643918
gaxy,1127993
jva,1007019
atos,1488039
yuanf,1417370
cnfr,1502292
blcm,1358403
acan,1508348
rmed,1716621
cpah,1236997
sgrp,1004989
ftlf,1374328
prkr,914139
svbl,1031093
agol,1533030
ltum,1415332
xelb,1083220
bnso,846546
xeri,1481504
rsrv,83350
taop,1552670
jrjc,1297830
dbs,1383054
vplm,1410738
sxtc,1723980
inm,1728328
njv,1454980
senr,1576197
msn,32621
ttnp,910267
gnbt,1059784
ormnf,1458057
whlm,1013706
gpft,1205181
ttcm,1389067
slgd,88000
moaey,1449617
eltk,1024672
loacu,1743858
vgrbf,1551887
cgol,1759352
ghmp,1464865
occ,1000230
aiki,12239
axas,867665
dvcr,919956
cryo,1468679
chfs,1506492
spyr,829325
tmbxf,1072772
cei,1309082
knit,1696195
qtmm,1403570
ctrm,1720161
smit,922612
gads,711665
cohn,1270436
pers,1521168
hbis,1489588
spcb,1291855
mhtx,1099132
aturf,1515251
hsdt,1610853
mgti,1001601
tbba,1751700
ozsc,1679817
ahpi,874710
atmo,1679426
matn,908259
cvvuf,1023109
chhe,1309057
entx,1638097
yten,1121702
carv,1016178
bbig,1717556
rcmt,700841
uslg,1536394
enzn,727510
ford,38264
vrme,1104038
svt,89140
kgkg,1802546
rdgl,1449349
hjli,1661053
chkaq,895126
bimt,1678848
icd,1537028
clsh,1522222
trux,1578019
fgf,1591890
sgma,915358
live,1045742
bkor,1398006
stly,797465
tat,1092289
lxrp,1348362
ante,1413745
iht,82473
glbs,1499780
obtx,1730869
cphi,1106644
mrin,1389002
ssbp,1716188
kitl,1608092
ggo,1635193
wfcf,1360565
zpas,1635748
chcr,22872
cga,857949
cyan,768408
tapp,1407343
piac,845385
job,40570
mdia,1784254
dtst,1419951
intwf,1526890
when,943535
eawd,1563298
fbsi,912967
bqst,1568628
llit,1474627
peye,867840
cpmd,1081938
koss,56701
drrsf,1421570
wddd,1961
oilff,1755068
pubc,1575858
dcnpf,1527587
eqtrf,1635729
iaic,803578
sglb,788611
trtc,1451512
iinx,1528308
pxs,1640043
tait,942126
npn,1454978
snoa,1367083
ltbr,1084554
thmo,811212
bsqr,1054721
acfn,880984
vrvr,1536089
fflo,1543652
pwco,733337
brsf,1662382
hrth,45919
exeo,1528760
bpth,1133818
syhbf,1541190
mmnd,1088638
nptx,1615999
ryes,1424864
venv,1692981
rave,718332
mxe,863900
ckx,352955
itp,1358190
ancn,1534248
slrx,1615219
iptk,1067873
mmtif,1085921
hsto,1383701
allm,1549145
naov,1326706
ctek,1011432
bkucf,1463978
bsrc,1371128
hdvy,1141788
duot,1396536
voni,1693690
bcii,1084370
mjne,1456857
sckt,944075
erkh,1769725
garwf,1403870
wafu,1716770
sntw,1619096
yayo,1691077
grnf,1492448
mobq,1084267
hrbr,899394
ntec,1638381
xbio,1534525
qmci,1101433
cmxc,1493712
dfco,725394
odyy,1626644
chek,1610590
spnd,867038
bnvif,1647866
syte,1096934
cety,1329606
pfin,75340
payd,1017655
esoa,1357971
bnet,875729
tgiff,1706145
zxaiy,1506756
jcdaf,1095747
fdlb,910492
gzcc,1267612
tsoi,1419051
ipdn,1546296
leon,1391723
hiho,1026785
yvr,884247
ethof,1482753
tsri,98338
gpox,1673475
phio,1533040
oreaf,1321992
lvrlf,1168981
wscrf,795800
worx,1674227
swgi,1626696
opxs,1397016
trpxy,1611746
rgmp,1716324
abcp,20639
reto,1687277
icon,857737
airo,1105542
rwrdp,1652350
bgi,1179821
apeuf,1582284
rvra,1737204
emed,1715819
blin,1378590
dysl,30831
rlby,34285
fmfg,1698022
efoi,924168
crtg,1375195
tomdf,1645260
creg,721693
flylf,1403749
fotb,1099668
cbds,1360442
surg,1392694
nugs,1290504
safo,1789192
nsys,722313
trt,732026
else,351789
bntc,1808898
pqeff,1561180
tarsf,1409036
osat,1058307
agtx,1603345
idxg,1054102
drad,707388
tenx,34956
ainc,1604738
ssnt,1236275
urlof,1115672
cfok,1047446
valpq,314808
bdr,1000683
myt,1543268
snrg,1652539
snca,1357459
suic,1394108
pxhi,1271075
suwn,806592
amrh,890821
clabf,1640152
dynr,1111741
imac,1729944
vcor,1627041
xtlb,1023549
east,1534708
dse,1603998
nahd,1485029
zyrx,1558740
crwe,1103833
sdpi,1600422
rgbd,812149
iknx,1083301
nvfy,1473334
smdm,923601
nlbs,1563463
any,1591956
sino,1422892
edry,1731388
pfho,1138476
leds,1333822
nviv,1292519
fgco,1377167
hewa,754813
snde,1326089
clok,1022505
abmt,1385799
jsda,1083522
itnrf,1293977
gdsi,1011662
bxng,1632323
tgc,1001614
lvvv,1421289
hybt,1086303
nspr,1433607
crex,1356093
qegy,1295961
gblx,1165320
hhse,1069680
snmp,1362705
inti,1042418
qhyg,1423723
qtrrf,1339688
jksm,860543
rlm,1718903
hmg,311817
ausi,826253
adru,1169717
mxc,66418
crzy,1005119
govx,832489
obln,1427570
rcrt,1462223
bstg,1563665
kbph,1164888
poai,1446159
dynt,720875
ctib,1042187
vaso,839087
tikk,96885
lbsr,1172178
husa,1156041
bosc,1005516
ams,744825
lbuy,1643721
ivfh,312257
nuro,1289850
nukk,1592782
omps,1103640
otivf,1021604
tkls,1429393
ptnyf,1819074
argc,1698702
pmcb,1157075
prpcf,1545224
fugi,1336277
tssi,1320760
sprs,747540
cgix,1349929
shvlf,1301713
bmnm,1275477
ivdn,1190370
ggthf,1127307
jshg,1475430
mdrr,1654595
ltgj,1445175
tbtc,1090396
pctl,1119897
dxlg,813298
cosg,1706509
amct,1626556
brmt,1658880
ptix,1022899
inlx,1081745
mmtrs,66496
rmhb,1670869
mslp,1415684
arcw,826326
eqmef,1792554
gbcs,727346
nvdef,1398713
clwt,1026662
empm,1478682
esbs,1358254
artw,7623
anav,1491829
xlrm,1138608
embi,1516551
useg,101594
alpe,1023298
hcmc,844856
wmllf,1077640
ksbi,912764
isig,875355
dkmr,1379043
wcui,1516887
srna,1482541
blyq,1591565
hitc,1584693
libff,1689231
nnup,888981
srsg,1434737
iwsy,941685
ygyi,1569329
pstv,1095981
ndyn,1819663
zyjt,1442101
cbai,1289496
sfor,1285543
blilf,1703253
mlrkf,1409680
snny,1571398
exdw,1634293
lmfa,1640384
wrpsf,1482436
rcg,919567
brn,10048
giga,719274
ilal,1657214
oxbr,1584831
bgavf,1500620
tyht,1300734
prsey,1437736
micr,819689
nbgv,726293
hlrtf,1418149
hmmr,1539680
tofb,730349
aurx,1091596
artl,1621221
vfrm,1669400
ensv,319458
vive,879682
clci,1658304
chkr,1524769
alxef,1603519
ccyc,1681769
atcc,1372954
pgol,1080448
vrty,1418115
mysz,1211805
avmr,1676163
amih,1300524
thmg,711034
axref,1175596
gporq,874499
csjt,1451797
crvw,1377149
tvlf,1175158
vtlr,1714024
crcuf,868822
myhi,1507181
bvtef,1271580
tmbr,1504167
sing,1443611
ftgi,831378
wect,1409175
zphyf,1613979
awx,1061069
adad,1593204
gnolf,1261002
mcoa,1078799
vihd,1676580
grusf,1463000
ophc,1288855
iaalf,1450894
wksp,1096275
empr,887396
staf,1499717
hwis,1578505
gbr,105744
cbev,1020186
mcujf,1133519
ctdt,1435163
rcon,1442620
grmm,1662574
hpto,1021435
smkg,900475
rssv,1572384
pbio,830656
xito,1651932
dsny,1099369
igpk,1002771
usdr,1638911
mdex,1318268
clow,1619227
btcs,1436229
cmot,1346346
anldf,1519469
fzmd,319016
ervff,1023023
elvg,1741489
cblaq,910612
dhcc,844887
cbdy,1586554
iqst,1527702
plrtf,1639142
fqfc,819690
inrd,719494
ampg,1518461
qurt,1549631
amar,1014763
nrom,709005
hschf,1653031
lgmh,1464192
grlb,1581545
ssy,96793
nrgmf,1643715
cbnt,1421636
pvnc,1134982
nrbt,1388180
egmcf,1199392
sipn,1128252
dgdm,1409999
asti,1350102
aehl,1470683
tcco,96699
nvnt,1282980
bnkl,1508381
lsmg,1319643
abcff,1284237
unir,1172706
unex,1700844
ktel,845819
tglty,1510178
vaucf,1723047
enrt,1346022
kbsf,1546383
mtr,313364
neblq,1458891
mexgf,1609436
evgi,710782
jan,862861
igen,1393540
zyqg,1790368
opvs,1571636
nvsgf,1415758
blnc,1632121
cfoo,1310630
hxbm,831749
efsh,1599407
areb,1648087
syn,894158
vide,758743
cwrk,1515139
clts,1165639
imun,1559356
whlt,1025771
fwav,1652958
mosy,890394
admt,849401
uuu,102109
pcyn,812306
amhg,1805024
penc,891417
nphc,1119643
pmpg,1301838
asdn,1425203
arao,1083922
scia,830616
ngtf,1593001
gpla,1095146
ltre,1002037
cavr,1461679
luvu,1374567
bdic,1586495
lctc,1493137
hwke,1750777
gjcu,1781726
sstt,1349810
snes,1680378
warm,1399352
ibal,781902
siaf,1488419
vrssf,1701963
relv,768710
taug,1142790
riii,1574910
nwcn,934796
clnh,1479681
turv,1302946
mfbp,1094738
exnn,1726744
mage,1515317
ntn,748592
icotf,1421642
bicx,1443863
sndd,1353406
fifg,1648903
marps,62362
axxa,1789383
mtsl,1025561
rmes,1358654
fnam,884363
bwmg,1166708
umewf,1114936
bfnh,1310488
vynd,1745078
dwog,869495
grst,792935
kiry,711477
wsco,1473490
vldi,1100644
amsu,1142801
gtvi,1263364
ioni,1580490
maxd,1353499
tcff,1648636
gcfff,863678
wdlf,1281984
sdttu,1509228
obcn,789318
fxby,1068897
cbbt,1453099
sbfm,1402328
smme,1301991
royl,1694617
pvnnf,1627480
decn,1144225
mkty,64463
phot,1161582
repcf,1205059
avcrf,1355736
atds,1068689
zdpy,1279620
aitx,1498148
vnue,1376804
cdycf,1303936
banm,1589361
yusg,1306035
peer,1355839
gmer,1454742
owpc,1622244
gtll,932021
swisf,1771755
qron,1689084
trnx,1353487
zicx,1465311
tkoi,1094084
genh,1527102
cnfn,1352952
smrn,1469207
gspe,1341726
jupgf,1684688
sgmd,919175
dpdw,1110607
gthp,924515
dtgi,1014052
icct,1408057
gein,1683131
vxel,1623590
avoi,1342936
ecia,930775
nxen,1625288
sgbi,1104280
qsep,1103795
ipsi,1591913
rviv,1718500
trlfd,1698370
acur,786947
iwsh,1279715
rpnrf,1833089
rzzn,1659559
vism,1082733
bdco,793306
lbcc,1629261
bittf,1028357
torm,842295
clri,1362516
fust,1636051
cbgl,1413488
mmmm,66600
potn,1746563
mkrs,317340
ucle,1543623
grmc,59860
hbuv,1639068
bggsq,14195
bbls,1368637
ehvvf,1653606
mghl,1162283
ammj,945617
srmx,841533
bspk,1409197
arrt,1530425
snnaf,1160191
ccihy,1498576
babb,1123596
gwti,1572386
rgus,922330
altd,1664127
vyey,700764
tlgt,352998
asft,1651992
rasp,1582249
owcp,1431934
abmc,896747
mojo,1414953
gfoo,1510518
vbio,1438943
hgtxu,862022
vrscf,1422669
gultu,1565146
nimu,720762
etfm,867028
mjhi,1789330
dxief,1323838
tnlx,99106
remi,1078037
inqd,1572565
nwyu,1372184
amnl,8328
borny,1490366
clubq,1281774
cctc,1445109
nris,1603793
srgz,1401835
sign,1317833
alkm,1522165
anfif,1552448
qnta,1691430
ndtp,1329944
acy,1036848
koan,897078
thct,1404935
exdi,1552189
wtnw,1713909
sedo,1661600
towtf,1579026
cpwr,827099
arsn,1624517
tikrf,1117095
fssn,1487931
nbio,1622057
sode,1726286
nihk,1084475
gahc,1138724
clwd,743758
plsi,1493212
janl,1133062
mghcf,1020825
gtch,1471781
stsn,1398488
ambs,1424812
ipcif,1474835
scgy,1276531
miti,802257
askdf,1066130
qsmg,1627554
mmnt,1653876
ssok,1559157
usaq,856984
cloq,1437517
innv,1411879
isco,1355790
btdg,725929
gsfi,1437476
roytl,1538822
cbkc,883943
snnn,1687505
intv,1520118
ectm,1487798
hcgs,1102358
mxsg,1355677
hlbyl,1286964
veii,1417664
clcn,1394638
nmex,1415744
mntr,1599117
lrdg,1569568
emge,1463459
tumif,1191832
ecpn,1135202
dfodq,931336
soan,1502152
usrm,1388319
basx,1109189
dgwr,1637866
vspc,1270200
cybf,1522787
ivitf,1737647
stcc,1555972
rdga,812152
rhe,1004724
scon,895665
blgi,1575345
apop,1671502
seci,925661
pacv,882800
cvat,1376793
imci,884650
tegy,1383394
cmgo,1346655
lkai,831355
duuo,1635136
mtwd,32567
prlx,1388410
lmdcf,1177167
idfb,1530739
wewa,1616156
jrss,1597892
zzll,1365357
trck,1045942
ewll,1550020
msrt,1589149
nxmr,1088005
digaf,1369128
nauh,1399855
prtt,1493526
ilcc,1470550
imahf,1405663
abvn,1607450
qprc,824416
chyl,805729
hcyt,1591165
csui,1680132
skas,1128281
vrus,1430523
gsrx,1381240
ciit,1557798
aret,820901
gntof,1346917
usnu,1089815
novc,1025953
bctxf,1610820
byoc,1386049
prop,1434110
srus,1761540
bzyr,724445
flxt,925660
milc,1358656
drem,1518336
leai,1561880
dloc,1407878
flcx,1609988
spup,1563227
dbmm,1127475
tcri,1481443
bmix,1540684
icnb,1350073
reac,1520528
pacdq,1517342
fles,1438901
ocln,1419793
umhl,1317839
seii,819926
ntrr,1512886
tapm,1647170
find,1089061
amty,945828
rlly,1452872
pssr,225628
wizd,1162896
alye,946822
gtxo,1375793
ahnr,1304409
updc,836937
dpls,866439
winr,1708410
ifny,822746
gltc,1403676
ngld,1605481
rgin,1412659
wizp,1218683
lvbx,1473654
canb,1509957
celz,1187953
afhif,1539894
fpvd,1518720
cngt,1304741
wscc,924095
mmex,1440799
abqq,1605331
fecof,849997
begi,1483646
pzoo,1533427
twoh,1494413
isgn,727634
chmjf,1469346
ntwn,1353538
aivi,1471302
whsi,1443089
chgi,1284450
bhll,1407583
brvo,1444839
spgx,1500305
hpty,1797956
prpi,1395445
tnrg,1524872
acmc,934543
rspi,849636
wtxr,1518985
grve,918573
kwbt,1159275
appb,1607549
franq,1399935
apex,844161
ecmt,1008653
adyx,1054274
sfiv,1550737
capc,814926
pgid,1061164
sklv,1731911
atms,1062128
vrtc,773318
whzt,1537058
ress,1829311
smgi,1426506
andr,6494
hlty,1654588
ciix,1459482
fdbl,1414043
rdco,1515275
kpay,1494162
vrdr,1506929
vbhi,1490054
ptco,1609258
livc,1108630
altx,775057
tdnt,1421907
snpw,1343465
kgji,1089531
ghav,1514113
equr,1563536
brst,764897
tcnt,1602143
cdxi,1544238
lith,1396054
vibi,1576724
ansu,1168663
blxx,1428389
sdon,892832
imnpq,1208261
wcvc,1551906
rtwiq,1211351
imii,1416090
vyco,1424768
fulo,1092570
elst,752294
cppxf,852747
frzt,1485074
lvwd,1080088
both,894560
gsih,1239188
cntfy,1316317
abilf,1652866
emrn,1178377
poyn,1617431
saml,1530163
krbf,1342219
srco,318299
rahgf,1611852
mfco,716688
wolv,1424404
glae,1014111
blis,1703625
vprb,1376231
dvlp,1736865
trxo,1287900
jrvs,1556801
shnl,1422296
cdti,949428
lfap,1510247
brtxq,1505497
mjtv,1543272
mydx,1582341
askh,1511161
aita,1527675
wsml,1472862
aegg,843212
ipicq,1720201
aasp,930245
hmny,1040792
nuvg,1671132
gfmh,820771
gmpw,1064722
biei,1515740
hofsq,1597659
inkw,1585380
ecos,1290506
dpww,1559172
lrdc,1442492
ircc,1373690
byin,1333519
vica,1402737
argq,1533106
mlfb,1308569
icld,1128725
yewb,1548240
digp,1502966
accr,1041588
skyf,1661264
ngbl,1547996
itdn,51011
txso,1506742
neik,1082027
gcan,1695473
asnaq,1498301
stqn,847942
avrn,1552164
acca,1001463
abwn,1537258
fcic,730669
qpwr,1310527
glfh,1574676
skyl,1174814
phbi,1435181
dtii,1533357
aiko,1405660
frli,1223533
blab,1803977
abce,1300938
crgs,1063197
nspx,1421204
siml,1399306
sbes,1572840
dlcr,1614466
phil,704172
lclp,1604930
bstn,1174672
ccob,1456802
itox,1290658
alda,1062506
irnc,1455926
tqlb,1822529
sfhi,1539551
bant,1704795
bthe,1473579
rymm,1371424
lksdq,1669812
ezcl,1497251
gnal,1398137
jwhi,1615169
ntcxf,1464623
ftws,1582919
ucbb,1516079
fvrg,1091983
esmc,862668
onci,1300867
essi,1490873
xsnx,1039466
beag,1557668
ferl,1122742
avpmf,1445467
omtk,1404804
vtna,1280396
etst,1538495
fmhs,1811999
rgseq,1425565
coil,1482075
kred,1527355
spin,1066764
gluc,1420108
gbhl,1142488
fstj,1525306
psww,1587476
gmvp,1629205
innd,1609139
mves,1109067
hybg,1307624
rmsl,1412126
xdsl,825322
ccan,1532424
sgsi,1413891
afom,1286459
arexq,1405073
dclt,1321828
adsv,927454
twgl,1763329
mblv,1343460
sdlpq,1553467
ptpf,1464300
nafs,1409253
czni,1381871
lfer,1579010
anth,1316175
fsnr,1089319
prle,928953
smrtq,884940
atin,1591387
pgas,1558465
mapt,1697935
esnc,1140310
prhl,1030916
etah,1437822
